prompt,julia code
"###Prompt:
Translate the problem below into this DSL:

maximize (s - x)
# Variable: x, b, ti, TN
# State: Q
# Control: sy
# Dynamics
,
# Initial Conditions
Q(ti) = -22,
# Final Conditions
Q(39) = 45,
# State Constraints
Q(t) => a,
# Variable Constraints
TN <= ZQ,
# Control Constraints
sy(t) => -3
where ZQ = -59, Y = 14, qs = -85, a = -39yP(Q) = ((-60 - Q) - (-82 - 29)), wX(Q) = ((21 + 75) * (Y * Q)), ","###DSL:
ZQ = -59
Y = 14
qs = -85
a = -39
yP(Q) = ((-60 - Q) - (-82 - 29))
wX(Q) = ((21 + 75) * (Y * Q))

@def begin
    x = (b, ti, TN) ∈ R³, variable
    t ∈ [ti, 39], time
    Q ∈ R, state
    sy ∈ R, control

    # Dynamics

    # Initial Conditions
    Q(ti) == -22

    # Final Conditions
    Q(39) == 45

    # State Constraints
    Q(t) ≥ a

    # Variable Constraints
    ti ≤ 39
    TN ≤ ZQ

    # Control Constraints
    sy(t) ≥ -3

    # Objective
    (s - x) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (Q + t)
# Variable: x, ti, hD, tf
# State: Qg
# Control: Kl
# Dynamics
,
# Initial Conditions
Qg(ti) = tL,
# Final Conditions
Qg(tf) = Mq,
# State Constraints
Qg(t) <= U,
# Variable Constraints
hD => U,
# Control Constraints
Kl(t) => -30
where Mq = 84, U = -51, tL = 43","###DSL:
Mq = 84
U = -51
tL = 43

@def begin
    x = (ti, hD, tf) ∈ R³, variable
    t ∈ [ti, tf], time
    Qg ∈ R, state
    Kl ∈ R, control

    # Dynamics

    # Initial Conditions
    Qg(ti) == tL

    # Final Conditions
    Qg(tf) == Mq

    # State Constraints
    Qg(t) ≤ U

    # Variable Constraints
    ti ≤ tf
    hD ≤ U

    # Control Constraints
    Kl(t) ≥ -30

    # Objective
    (Q + t) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (l + S)
# Variable: Ex
# State: s, SP, CW
# Control: u, x, l, r
# Dynamics
,
# Initial Conditions
CW(0) = A,
# Final Conditions
CW(29) = 98,
# State Constraints
SP(t) <= U
CW(t) => 92,
# Variable Constraints
Ex <= BU,
# Control Constraints
A => x(t) => G
l(t) <= xJ
r(t) => -81
where VZ = -85, A = 78, BU = 33, En = 10, U = 2, xJ = ((BU * 2) + (En * -44)), s = ((U * BU) * (-3 - -89)), G = ((BU / VZ) - (91 - 56))ac(CW) = ((-100 - V) - (C + C)), ","###DSL:
VZ = -85
A = 78
BU = 33
En = 10
U = 2
xJ = ((BU * 2) + (En * -44))
s = ((U * BU) * (-3 - -89))
G = ((BU / VZ) - (91 - 56))
ac(CW) = ((-100 - V) - (C + C))

@def begin
    Ex ∈ R, variable
    t ∈ [0, 29], time
    s = (SP, CW) ∈ R², state
    u = (x, l, r) ∈ R³, control

    # Dynamics

    # Initial Conditions
    CW(0) == A

    # Final Conditions
    CW(29) == 98

    # State Constraints
    SP(t) ≤ U
    CW(t) ≥ 92

    # Variable Constraints
    Ex ≤ BU

    # Control Constraints
    A ≥ x(t) ≥ G
    l(t) ≤ xJ
    r(t) ≥ -81

    # Objective
    (l + S) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (n / n)
# Variable: x, tf, ti
# State: f
# Control: u, nS, m
# Dynamics
,
# Initial Conditions
f(ti) = -65,
# Final Conditions
f(tf) = -51,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
X <= nS(t) <= 50
m(t) <= -7
where ix = 46, X = -69, d = 12Rz(f) = ((f - -32) * (36 - i)), fA(f) = ((92 * 31) - (-61 + X)), ","###DSL:
ix = 46
X = -69
d = 12
Rz(f) = ((f - -32) * (36 - i))
fA(f) = ((92 * 31) - (-61 + X))

@def begin
    x = (tf, ti) ∈ R², variable
    t ∈ [ti, tf], time
    f ∈ R, state
    u = (nS, m) ∈ R², control

    # Dynamics

    # Initial Conditions
    f(ti) == -65

    # Final Conditions
    f(tf) == -51

    # State Constraints

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    X ≤ nS(t) ≤ 50
    m(t) ≤ -7

    # Objective
    (n / n) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (u / t)
# Variable: x, ti, C
# State: s, tP, qK, bW
# Control: u, Bs, ih
# Dynamics
tP'(t) = ((4 + t) - (a / t))
qK'(t) = ((-6 - 32) * (m / -93))
bW'(t) = ((11 / c) / (7 / B)),
# Initial Conditions
tP(ti) = O
bW(ti) = bm,
# Final Conditions
,
# State Constraints
tP(t) <= mc
bW(t) <= -43,
# Variable Constraints
C => a,
# Control Constraints
bm <= Bs(t) <= mc
mc => ih(t) => -27
where cS = 61, a = -53, bm = 20, O = 19, mc = 68LU(tP) = ((-14 * 77) + (90 - t)), D(qK) = ((q * 14) * (a * 53)), xd(bW) = ((b - -10) + (c + b)), ","###DSL:
cS = 61
a = -53
bm = 20
O = 19
mc = 68
LU(tP) = ((-14 * 77) + (90 - t))
D(qK) = ((q * 14) * (a * 53))
xd(bW) = ((b - -10) + (c + b))

@def begin
    x = (ti, C) ∈ R², variable
    t ∈ [ti, 69], time
    s = (tP, qK, bW) ∈ R³, state
    u = (Bs, ih) ∈ R², control

    # Dynamics
    ∂(tP)(t) == ((4 + t) - (a / t))
    ∂(qK)(t) == ((-6 - 32) * (m / -93))
    ∂(bW)(t) == ((11 / c) / (7 / B))

    # Initial Conditions
    tP(ti) == O
    bW(ti) == bm

    # Final Conditions

    # State Constraints
    tP(t) ≤ mc
    bW(t) ≤ -43

    # Variable Constraints
    ti ≤ 69
    C ≤ a

    # Control Constraints
    bm ≤ Bs(t) ≤ mc
    mc ≥ ih(t) ≥ -27

    # Objective
    (u / t) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (z - F)
# Variable: None
# State: zr
# Control: F
# Dynamics
,
# Initial Conditions
zr(0) = PQ,
# Final Conditions
zr(70) = -3,
# State Constraints
zr(t) => 5,
# Variable Constraints
,
# Control Constraints
50 <= F(t) <= e
where e = 71, PQ = 40","###DSL:
e = 71
PQ = 40

@def begin
    t ∈ [0, 70], time
    zr ∈ R, state
    F ∈ R, control

    # Dynamics

    # Initial Conditions
    zr(0) == PQ

    # Final Conditions
    zr(70) == -3

    # State Constraints
    zr(t) ≥ 5

    # Variable Constraints

    # Control Constraints
    50 ≤ F(t) ≤ e

    # Objective
    (z - F) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (s * C)
# Variable: None
# State: s, Ch, e, M
# Control: f
# Dynamics
Ch'(t) = ((S - 38) + (28 - h))
e'(t) = ((h / S) / (h / 16)),
# Initial Conditions
e(93) = SB
M(93) = -58,
# Final Conditions
Ch(95) = G
e(95) = SB
M(95) = SB,
# State Constraints
Ch(t) => h
M(t) <= 25,
# Variable Constraints
,
# Control Constraints
74 => f(t) => -1
where SB = 56, G = 1, h = -46TX(M) = ((31 - 8) - (S - S)), fS(e) = ((42 + e) - (h * e)), J(e) = ((-84 - G) / (G * G)), ","###DSL:
SB = 56
G = 1
h = -46
TX(M) = ((31 - 8) - (S - S))
fS(e) = ((42 + e) - (h * e))
J(e) = ((-84 - G) / (G * G))

@def begin
    t ∈ [93, 95], time
    s = (Ch, e, M) ∈ R³, state
    f ∈ R, control

    # Dynamics
    ∂(Ch)(t) == ((S - 38) + (28 - h))
    ∂(e)(t) == ((h / S) / (h / 16))

    # Initial Conditions
    e(93) == SB
    M(93) == -58

    # Final Conditions
    Ch(95) == G
    e(95) == SB
    M(95) == SB

    # State Constraints
    Ch(t) ≥ h
    M(t) ≤ 25

    # Variable Constraints

    # Control Constraints
    74 ≥ f(t) ≥ -1

    # Objective
    (s * C) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize w
# Variable: None
# State: w
# Control: nD
# Dynamics
,
# Initial Conditions
,
# Final Conditions
w(100) = v,
# State Constraints
w(t) <= 45,
# Variable Constraints
,
# Control Constraints
84 => nD(t) => rU
where t = -66, XM = -86, v = 66, Jr = -80, Q = -28, rU = ((t * XM) + (t / XM))","###DSL:
t = -66
XM = -86
v = 66
Jr = -80
Q = -28
rU = ((t * XM) + (t / XM))

@def begin
    t ∈ [86, 100], time
    w ∈ R, state
    nD ∈ R, control

    # Dynamics

    # Initial Conditions

    # Final Conditions
    w(100) == v

    # State Constraints
    w(t) ≤ 45

    # Variable Constraints

    # Control Constraints
    84 ≥ nD(t) ≥ rU

    # Objective
    w => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (t / t)
# Variable: tf
# State: tt
# Control: t
# Dynamics
tt'(t) = ((97 + M) / (Q + t)),
# Initial Conditions
tt(76) = M,
# Final Conditions
tt(tf) = d,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
-3 <= t(t) <= -69
where M = -95, d = -52, y = 95, fu = -35, Q = ((-67 + fu) * (-90 * -37))","###DSL:
M = -95
d = -52
y = 95
fu = -35
Q = ((-67 + fu) * (-90 * -37))

@def begin
    tf ∈ R, variable
    t ∈ [76, tf], time
    tt ∈ R, state
    t ∈ R, control

    # Dynamics
    ∂(tt)(t) == ((97 + M) / (Q + t))

    # Initial Conditions
    tt(76) == M

    # Final Conditions
    tt(tf) == d

    # State Constraints

    # Variable Constraints
    tf ≥ 76

    # Control Constraints
    -3 ≤ t(t) ≤ -69

    # Objective
    (t / t) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize qY
# Variable: tf
# State: s, U, OW
# Control: qY
# Dynamics
,
# Initial Conditions
U(11) = 17
OW(11) = 32,
# Final Conditions
OW(tf) = -62,
# State Constraints
U(t) <= -47,
# Variable Constraints
,
# Control Constraints

D(OW) = ((-68 + -6) * (O + O)), ","###DSL:
D(OW) = ((-68 + -6) * (O + O))

@def begin
    tf ∈ R, variable
    t ∈ [11, tf], time
    s = (U, OW) ∈ R², state
    qY ∈ R, control

    # Dynamics

    # Initial Conditions
    U(11) == 17
    OW(11) == 32

    # Final Conditions
    OW(tf) == -62

    # State Constraints
    U(t) ≤ -47

    # Variable Constraints
    tf ≥ 11

    # Control Constraints

    # Objective
    qY => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (H * H)
# Variable: None
# State: s, CO, Ck, gR
# Control: u, HP, M, HK
# Dynamics
CO'(t) = ((-11 * H) * (v + 65))
gR'(t) = ((-57 / b) + (78 * u)),
# Initial Conditions
Ck(35) = -63
gR(35) = 99,
# Final Conditions
Ck(71) = 25,
# State Constraints
Ck(t) => 35
gR(t) => bA,
# Variable Constraints
,
# Control Constraints
-40 => HP(t) => 2
M(t) => X
HK(t) <= s
where Vx = -16, X = 57, bA = -31, v = -33, s = ((20 + 76) + (v * 72))","###DSL:
Vx = -16
X = 57
bA = -31
v = -33
s = ((20 + 76) + (v * 72))

@def begin
    t ∈ [35, 71], time
    s = (CO, Ck, gR) ∈ R³, state
    u = (HP, M, HK) ∈ R³, control

    # Dynamics
    ∂(CO)(t) == ((-11 * H) * (v + 65))
    ∂(gR)(t) == ((-57 / b) + (78 * u))

    # Initial Conditions
    Ck(35) == -63
    gR(35) == 99

    # Final Conditions
    Ck(71) == 25

    # State Constraints
    Ck(t) ≥ 35
    gR(t) ≥ bA

    # Variable Constraints

    # Control Constraints
    -40 ≥ HP(t) ≥ 2
    M(t) ≥ X
    HK(t) ≤ s

    # Objective
    (H * H) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (s / y)
# Variable: None
# State: s, cr, yL, If
# Control: Z
# Dynamics
cr'(t) = ((-76 + 72) - (e / -63))
yL'(t) = ((e * 65) + (C - 19))
If'(t) = ((16 * e) * (e - -67)),
# Initial Conditions
cr(98) = C
yL(98) = C
If(98) = e,
# Final Conditions
cr(99) = e
yL(99) = C
If(99) = e,
# State Constraints
cr(t) <= 44,
# Variable Constraints
,
# Control Constraints
Z(t) => 97
where e = -74, C = 51, r = 33fX(If) = ((I * 13) / (C * -100)), ","###DSL:
e = -74
C = 51
r = 33
fX(If) = ((I * 13) / (C * -100))

@def begin
    t ∈ [98, 99], time
    s = (cr, yL, If) ∈ R³, state
    Z ∈ R, control

    # Dynamics
    ∂(cr)(t) == ((-76 + 72) - (e / -63))
    ∂(yL)(t) == ((e * 65) + (C - 19))
    ∂(If)(t) == ((16 * e) * (e - -67))

    # Initial Conditions
    cr(98) == C
    yL(98) == C
    If(98) == e

    # Final Conditions
    cr(99) == e
    yL(99) == C
    If(99) == e

    # State Constraints
    cr(t) ≤ 44

    # Variable Constraints

    # Control Constraints
    Z(t) ≥ 97

    # Objective
    (s / y) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (H + o)
# Variable: x, om, ti
# State: LI
# Control: H
# Dynamics
,
# Initial Conditions
LI(ti) = 62,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
H(t) => -43
xa(LI) = ((L + -43) + (L / L)), XW(LI) = ((39 - -6) - (L + -100)), j(LI) = ((-47 / L) - (34 + L)), ","###DSL:
xa(LI) = ((L + -43) + (L / L))
XW(LI) = ((39 - -6) - (L + -100))
j(LI) = ((-47 / L) - (34 + L))

@def begin
    x = (om, ti) ∈ R², variable
    t ∈ [ti, 98], time
    LI ∈ R, state
    H ∈ R, control

    # Dynamics

    # Initial Conditions
    LI(ti) == 62

    # Final Conditions

    # State Constraints

    # Variable Constraints
    ti ≤ 98

    # Control Constraints
    H(t) ≥ -43

    # Objective
    (H + o) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize s
# Variable: x, ti, D
# State: s, SA, lx
# Control: u, T, K
# Dynamics
SA'(t) = ((77 * t) + (D - Z))
lx'(t) = ((-1 - 86) * (-72 * -94)),
# Initial Conditions
lx(ti) = wy,
# Final Conditions
SA(70) = 94
lx(70) = P,
# State Constraints
SA(t) <= wy
lx(t) => wy,
# Variable Constraints
D <= -82,
# Control Constraints
Z <= T(t) <= 52
55 => K(t) => Z
where Z = 66, P = ((-64 / Z) + (Z / 77)), pV = ((-17 / Z) / (P - 25)), wy = ((-91 / P) * (Z - 45))","###DSL:
Z = 66
P = ((-64 / Z) + (Z / 77))
pV = ((-17 / Z) / (P - 25))
wy = ((-91 / P) * (Z - 45))

@def begin
    x = (ti, D) ∈ R², variable
    t ∈ [ti, 70], time
    s = (SA, lx) ∈ R², state
    u = (T, K) ∈ R², control

    # Dynamics
    ∂(SA)(t) == ((77 * t) + (D - Z))
    ∂(lx)(t) == ((-1 - 86) * (-72 * -94))

    # Initial Conditions
    lx(ti) == wy

    # Final Conditions
    SA(70) == 94
    lx(70) == P

    # State Constraints
    SA(t) ≤ wy
    lx(t) ≥ wy

    # Variable Constraints
    ti ≤ 70
    D ≤ -82

    # Control Constraints
    Z ≤ T(t) ≤ 52
    55 ≥ K(t) ≥ Z

    # Objective
    s => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize l
# Variable: None
# State: s, kM, o, l
# Control: u, Q, AZ
# Dynamics
kM'(t) = ((A / -88) - (A * 65)),
# Initial Conditions
l(0) = -3,
# Final Conditions
,
# State Constraints
o(t) => -92,
# Variable Constraints
,
# Control Constraints
Q(t) <= 1
AZ(t) => -18
","###DSL:

@def begin
    t ∈ [0, 90], time
    s = (kM, o, l) ∈ R³, state
    u = (Q, AZ) ∈ R², control

    # Dynamics
    ∂(kM)(t) == ((A / -88) - (A * 65))

    # Initial Conditions
    l(0) == -3

    # Final Conditions

    # State Constraints
    o(t) ≥ -92

    # Variable Constraints

    # Control Constraints
    Q(t) ≤ 1
    AZ(t) ≥ -18

    # Objective
    l => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (C / O)
# Variable: x, tf, C, dA
# State: s, QX, jQ, OM
# Control: at
# Dynamics
,
# Initial Conditions
QX(0) = -4,
# Final Conditions
jQ(tf) = -25
OM(tf) = 15,
# State Constraints
QX(t) => -56
OM(t) <= -62,
# Variable Constraints
C <= 86,
# Control Constraints
at(t) <= 54
","###DSL:

@def begin
    x = (tf, C, dA) ∈ R³, variable
    t ∈ [0, tf], time
    s = (QX, jQ, OM) ∈ R³, state
    at ∈ R, control

    # Dynamics

    # Initial Conditions
    QX(0) == -4

    # Final Conditions
    jQ(tf) == -25
    OM(tf) == 15

    # State Constraints
    QX(t) ≥ -56
    OM(t) ≤ -62

    # Variable Constraints
    tf ≥ 0
    C ≥ 86

    # Control Constraints
    at(t) ≤ 54

    # Objective
    (C / O) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize s
# Variable: None
# State: s, n, r, Gd
# Control: u, xV, l
# Dynamics
n'(t) = ((-74 * -100) * (88 - 33))
Gd'(t) = ((-88 * 25) / (u + 51)),
# Initial Conditions
,
# Final Conditions
n(58) = 40
r(58) = 6,
# State Constraints
Gd(t) <= 58,
# Variable Constraints
,
# Control Constraints
xV(t) => -85
l(t) => -98
","###DSL:

@def begin
    t ∈ [0, 58], time
    s = (n, r, Gd) ∈ R³, state
    u = (xV, l) ∈ R², control

    # Dynamics
    ∂(n)(t) == ((-74 * -100) * (88 - 33))
    ∂(Gd)(t) == ((-88 * 25) / (u + 51))

    # Initial Conditions

    # Final Conditions
    n(58) == 40
    r(58) == 6

    # State Constraints
    Gd(t) ≤ 58

    # Variable Constraints

    # Control Constraints
    xV(t) ≥ -85
    l(t) ≥ -98

    # Objective
    s => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (R / x)
# Variable: x, ti, tf
# State: s, R, GB
# Control: u, oe, eb, O
# Dynamics
R'(t) = ((t + 40) - (27 * O)),
# Initial Conditions
R(ti) = o,
# Final Conditions
GB(tf) = 89,
# State Constraints
GB(t) <= o,
# Variable Constraints
,
# Control Constraints
oe(t) <= o
o <= eb(t) <= -92
O(t) => 67
where o = -37","###DSL:
o = -37

@def begin
    x = (ti, tf) ∈ R², variable
    t ∈ [ti, tf], time
    s = (R, GB) ∈ R², state
    u = (oe, eb, O) ∈ R³, control

    # Dynamics
    ∂(R)(t) == ((t + 40) - (27 * O))

    # Initial Conditions
    R(ti) == o

    # Final Conditions
    GB(tf) == 89

    # State Constraints
    GB(t) ≤ o

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    oe(t) ≤ o
    o ≤ eb(t) ≤ -92
    O(t) ≥ 67

    # Objective
    (R / x) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize W
# Variable: x, tf, B
# State: s, V, Su, Hz
# Control: u, d, h, W
# Dynamics
V'(t) = ((t - x) - (71 * 31))
Su'(t) = ((x + -74) * (2 - 24))
Hz'(t) = ((t + 20) / (19 / -15)),
# Initial Conditions
Su(0) = 64,
# Final Conditions
Hz(tf) = -84,
# State Constraints
Hz(t) => 20,
# Variable Constraints
B <= -97,
# Control Constraints
-91 => h(t) => -12
-24 => W(t) => -98
xS(Hz) = ((H - -41) * (H - -10)), ","###DSL:
xS(Hz) = ((H - -41) * (H - -10))

@def begin
    x = (tf, B) ∈ R², variable
    t ∈ [0, tf], time
    s = (V, Su, Hz) ∈ R³, state
    u = (d, h, W) ∈ R³, control

    # Dynamics
    ∂(V)(t) == ((t - x) - (71 * 31))
    ∂(Su)(t) == ((x + -74) * (2 - 24))
    ∂(Hz)(t) == ((t + 20) / (19 / -15))

    # Initial Conditions
    Su(0) == 64

    # Final Conditions
    Hz(tf) == -84

    # State Constraints
    Hz(t) ≥ 20

    # Variable Constraints
    tf ≥ 0
    B ≤ -97

    # Control Constraints
    -91 ≥ h(t) ≥ -12
    -24 ≥ W(t) ≥ -98

    # Objective
    W => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize AR
# Variable: None
# State: s, K, b, AR
# Control: sC
# Dynamics
K'(t) = ((s * -13) / (56 / -55))
b'(t) = ((s - 63) + (m - -83)),
# Initial Conditions
K(0) = j
b(0) = uG
AR(0) = -78,
# Final Conditions
K(53) = uG
AR(53) = mY,
# State Constraints
b(t) <= 86,
# Variable Constraints
,
# Control Constraints
sC(t) => j
where uG = -5, j = 2, mY = -20","###DSL:
uG = -5
j = 2
mY = -20

@def begin
    t ∈ [0, 53], time
    s = (K, b, AR) ∈ R³, state
    sC ∈ R, control

    # Dynamics
    ∂(K)(t) == ((s * -13) / (56 / -55))
    ∂(b)(t) == ((s - 63) + (m - -83))

    # Initial Conditions
    K(0) == j
    b(0) == uG
    AR(0) == -78

    # Final Conditions
    K(53) == uG
    AR(53) == mY

    # State Constraints
    b(t) ≤ 86

    # Variable Constraints

    # Control Constraints
    sC(t) ≥ j

    # Objective
    AR => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (y - u)
# Variable: None
# State: Bi
# Control: u, tu, y, on
# Dynamics
Bi'(t) = ((95 + -8) / (87 + 68)),
# Initial Conditions
,
# Final Conditions
Bi(98) = 46,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
y(t) <= -90
on(t) => 68
HH(Bi) = ((46 + -51) * (B - -80)), Zl(Bi) = ((B - B) - (B * -93)), E(Bi) = ((-9 / B) + (-47 + -56)), ","###DSL:
HH(Bi) = ((46 + -51) * (B - -80))
Zl(Bi) = ((B - B) - (B * -93))
E(Bi) = ((-9 / B) + (-47 + -56))

@def begin
    t ∈ [88, 98], time
    Bi ∈ R, state
    u = (tu, y, on) ∈ R³, control

    # Dynamics
    ∂(Bi)(t) == ((95 + -8) / (87 + 68))

    # Initial Conditions

    # Final Conditions
    Bi(98) == 46

    # State Constraints

    # Variable Constraints

    # Control Constraints
    y(t) ≤ -90
    on(t) ≥ 68

    # Objective
    (y - u) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (u + u)
# Variable: x, ti, tf
# State: s, Yo, A, U
# Control: u, M, w, YM
# Dynamics
Yo'(t) = ((-3 - t) - (t - 18))
A'(t) = ((-5 - M) - (9 + -63))
U'(t) = ((x + -96) / (8 / w)),
# Initial Conditions
A(ti) = -31
U(ti) = -87,
# Final Conditions
Yo(tf) = -50
U(tf) = -43,
# State Constraints
Yo(t) => -96
A(t) <= 48
U(t) => -19,
# Variable Constraints
,
# Control Constraints
M(t) <= -55
w(t) <= 29
YM(t) => 32
","###DSL:

@def begin
    x = (ti, tf) ∈ R², variable
    t ∈ [ti, tf], time
    s = (Yo, A, U) ∈ R³, state
    u = (M, w, YM) ∈ R³, control

    # Dynamics
    ∂(Yo)(t) == ((-3 - t) - (t - 18))
    ∂(A)(t) == ((-5 - M) - (9 + -63))
    ∂(U)(t) == ((x + -96) / (8 / w))

    # Initial Conditions
    A(ti) == -31
    U(ti) == -87

    # Final Conditions
    Yo(tf) == -50
    U(tf) == -43

    # State Constraints
    Yo(t) ≥ -96
    A(t) ≤ 48
    U(t) ≥ -19

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    M(t) ≤ -55
    w(t) ≤ 29
    YM(t) ≥ 32

    # Objective
    (u + u) => max
end
<TOKEN_FINAL>"
